Key,Chinese
InventoryItemDescriptions/InvDesc_372,一木壁紙。
InventoryItemDescriptions/InvDesc_373,一個昏暗的地板
InventoryItemDescriptions/InvDesc_374,一個豪華的地毯。
InventoryItemDescriptions/InvDesc_375,一個昏暗的壁紙
InventoryItemDescriptions/InvDesc_376,就像一個棋盤！
InventoryItemDescriptions/InvDesc_377,白色石板
InventoryItemDescriptions/InvDesc_378,藍色石板
InventoryItemDescriptions/InvDesc_379,黑與白！
InventoryItemDescriptions/InvDesc_38,高壓！
InventoryItemDescriptions/InvDesc_380,可以建立博物館的契約，該博物館將記錄島上所有的野生動物。
InventoryItemDescriptions/InvDesc_381,讓你更聰明。
InventoryItemDescriptions/InvDesc_382,這可以能打開一些東西...
InventoryItemDescriptions/InvDesc_383,從地底深處挖出巖石礦物
InventoryItemDescriptions/InvDesc_384,這是做什麼的？
InventoryItemDescriptions/InvDesc_385,你滑翔了一整天。
InventoryItemDescriptions/InvDesc_386,上面有一根小蠟燭。 可愛！
InventoryItemDescriptions/InvDesc_387,長而鋒利
InventoryItemDescriptions/InvDesc_388,集合小雞的。
InventoryItemDescriptions/InvDesc_389,我用大錘子敲打東西特別慢。
InventoryItemDescriptions/InvDesc_39,擁有更多樣商品的雜貨店的契約。
InventoryItemDescriptions/InvDesc_390,一種毒物
InventoryItemDescriptions/InvDesc_391,社區發佈新聞和請求的地方。
InventoryItemDescriptions/InvDesc_392,把東西放在那裡太久了。
InventoryItemDescriptions/InvDesc_393,清爽！
InventoryItemDescriptions/InvDesc_394,茄子~！
InventoryItemDescriptions/InvDesc_395,放下被捕的動物以領取報酬。
InventoryItemDescriptions/InvDesc_396,一朵沙漠花。
InventoryItemDescriptions/InvDesc_397,一朵黃色粉撲
InventoryItemDescriptions/InvDesc_398,一朵富麗堂皇的藍色花
InventoryItemDescriptions/InvDesc_399,一朵奇怪的紅花
InventoryItemDescriptions/InvDesc_4,用於釣魚等的魚竿。
InventoryItemDescriptions/InvDesc_40,這將使太陽遠離你。
InventoryItemDescriptions/InvDesc_400,一叢花卉
InventoryItemDescriptions/InvDesc_401,任何城鎮的中心。
InventoryItemDescriptions/InvDesc_402,可以剪掉一些毛毛！
InventoryItemDescriptions/InvDesc_403,柔軟又蓬鬆
InventoryItemDescriptions/InvDesc_404,小型動物可以住在這裡
InventoryItemDescriptions/InvDesc_405,研究這個來學習製作食譜
InventoryItemDescriptions/InvDesc_406,波點風格
InventoryItemDescriptions/InvDesc_407,點點點。
InventoryItemDescriptions/InvDesc_408,踏準舞步。
InventoryItemDescriptions/InvDesc_409,全身斑點。
InventoryItemDescriptions/InvDesc_41,漂亮的黑色皮靴。
InventoryItemDescriptions/InvDesc_410,它上面有一個恐龍。
InventoryItemDescriptions/InvDesc_411,靚爆了.
InventoryItemDescriptions/InvDesc_412,輕如。
InventoryItemDescriptions/InvDesc_413,全壘打！
InventoryItemDescriptions/InvDesc_414,全壘打！
InventoryItemDescriptions/InvDesc_415,排汗運動褲子。
InventoryItemDescriptions/InvDesc_416,穿上鞋子休閑一下吧。
InventoryItemDescriptions/InvDesc_417,躲在你的帽子下面。
InventoryItemDescriptions/InvDesc_418,它在哪裡？
InventoryItemDescriptions/InvDesc_419,就像什麼都沒穿
InventoryItemDescriptions/InvDesc_42,不光巴里能穿。
InventoryItemDescriptions/InvDesc_420,在眾目睽睽之下隱藏q起來。
InventoryItemDescriptions/InvDesc_421,踏步走，左、右、左
InventoryItemDescriptions/InvDesc_422,口袋，很多的口袋。
InventoryItemDescriptions/InvDesc_423,還是帶有白色條紋的藍色？
InventoryItemDescriptions/InvDesc_424,穿上鞋子休閑一下吧。
InventoryItemDescriptions/InvDesc_425,口袋，很多的口袋。
InventoryItemDescriptions/InvDesc_426,穿上鞋子休閑一下吧。
InventoryItemDescriptions/InvDesc_427,還是帶有橙色條紋的黃色？
InventoryItemDescriptions/InvDesc_428,這將使太陽遠離你。
InventoryItemDescriptions/InvDesc_429,很溫暖！
InventoryItemDescriptions/InvDesc_43,靴子適合辛勤工作。
InventoryItemDescriptions/InvDesc_430,很溫暖！
InventoryItemDescriptions/InvDesc_431,很溫暖！
InventoryItemDescriptions/InvDesc_432,很溫暖！
InventoryItemDescriptions/InvDesc_433,它好醜。
InventoryItemDescriptions/InvDesc_434,像似戴上腳銬走路。
InventoryItemDescriptions/InvDesc_435,像似戴上腳銬走路。
InventoryItemDescriptions/InvDesc_436,像似戴上腳銬走路。
InventoryItemDescriptions/InvDesc_437,像似戴上腳銬走路。
InventoryItemDescriptions/InvDesc_438,唱出來。
InventoryItemDescriptions/InvDesc_439,唱出來。
InventoryItemDescriptions/InvDesc_44,褲子的貿易。
InventoryItemDescriptions/InvDesc_440,穿著舒適！
InventoryItemDescriptions/InvDesc_441,唱出來。
InventoryItemDescriptions/InvDesc_442,穿著舒適！
InventoryItemDescriptions/InvDesc_443,看到所有的魚！
InventoryItemDescriptions/InvDesc_444,讓蒸汽遠離你的眼睛。
InventoryItemDescriptions/InvDesc_445,不是由口香糖製成的。
InventoryItemDescriptions/InvDesc_446,保持乾燥。
InventoryItemDescriptions/InvDesc_447,這樣你就不會被雨淋了。
InventoryItemDescriptions/InvDesc_448,穿著舒適。
InventoryItemDescriptions/InvDesc_449,穿著舒適。
InventoryItemDescriptions/InvDesc_45,深色，穿著舒適。
InventoryItemDescriptions/InvDesc_450,如果你把錢放進去，誰知道你會得到什麼！
InventoryItemDescriptions/InvDesc_451,坐在外面，你為什麼不呢。
InventoryItemDescriptions/InvDesc_452,阻止鳥類吃掉你的莊稼。
InventoryItemDescriptions/InvDesc_453,裝飾花壇
InventoryItemDescriptions/InvDesc_454,將不需要的物品放入其中。 或者檢查它是否有您想要的專案。
InventoryItemDescriptions/InvDesc_455,小石頭
InventoryItemDescriptions/InvDesc_456,冶煉成錠。
InventoryItemDescriptions/InvDesc_457,砍伐樹木和植物
InventoryItemDescriptions/InvDesc_458,可以將錫和銅礦石熔化成錠。
InventoryItemDescriptions/InvDesc_459,當你還沒有房子的時候住的地方。
InventoryItemDescriptions/InvDesc_46,給Ghaz的
InventoryItemDescriptions/InvDesc_460,一條錫錠
InventoryItemDescriptions/InvDesc_461,設定你的地方
InventoryItemDescriptions/InvDesc_462,一個運營基地。
InventoryItemDescriptions/InvDesc_463,一個家常的柵欄。
InventoryItemDescriptions/InvDesc_464,打開和關閉。
InventoryItemDescriptions/InvDesc_465,哈人。
InventoryItemDescriptions/InvDesc_466,一塊錫板。 通過在臺鋸上切割錫錠製成。
InventoryItemDescriptions/InvDesc_467,一個小狗的房子。
InventoryItemDescriptions/InvDesc_468,留下並跟隨
InventoryItemDescriptions/InvDesc_469,圖案
InventoryItemDescriptions/InvDesc_47,一件紅色絨布襯衫。
InventoryItemDescriptions/InvDesc_470,圖案
InventoryItemDescriptions/InvDesc_471,圖案
InventoryItemDescriptions/InvDesc_472,圖案
InventoryItemDescriptions/InvDesc_473,黑木壁紙。
InventoryItemDescriptions/InvDesc_474,黑木地板。
InventoryItemDescriptions/InvDesc_475,觸感柔軟
InventoryItemDescriptions/InvDesc_476,條紋
InventoryItemDescriptions/InvDesc_477,條紋
InventoryItemDescriptions/InvDesc_478,條紋
InventoryItemDescriptions/InvDesc_479,圖案
InventoryItemDescriptions/InvDesc_48,嘟、嘟、咕嚕。
InventoryItemDescriptions/InvDesc_480,存放金錢和獲得利息的銀行契約。
InventoryItemDescriptions/InvDesc_481,在這裡製作東西。
InventoryItemDescriptions/InvDesc_482,一個節日燈。
InventoryItemDescriptions/InvDesc_483,一個基礎的柵欄。 能用。
InventoryItemDescriptions/InvDesc_484,骨舌魚臉皮真厚。
InventoryItemDescriptions/InvDesc_485,它是一頂扁平的帽子。
InventoryItemDescriptions/InvDesc_486,不要偷這些。
InventoryItemDescriptions/InvDesc_487,為什麼不是腳蹼呢？
InventoryItemDescriptions/InvDesc_488,太陽進不了，水盛著也漏不了。
InventoryItemDescriptions/InvDesc_489,忍者們穿的兜帽
InventoryItemDescriptions/InvDesc_49,這很好吃吧？
InventoryItemDescriptions/InvDesc_490,忍者們穿的鞋子
InventoryItemDescriptions/InvDesc_491,忍者們穿的褲子
InventoryItemDescriptions/InvDesc_492,忍者們穿的襯衫
InventoryItemDescriptions/InvDesc_493,發現。
InventoryItemDescriptions/InvDesc_494,格子
InventoryItemDescriptions/InvDesc_495,格子
InventoryItemDescriptions/InvDesc_496,工作服
InventoryItemDescriptions/InvDesc_497,工作服
InventoryItemDescriptions/InvDesc_498,一件溫暖的連衣裙
InventoryItemDescriptions/InvDesc_499,一件溫暖的衣服
InventoryItemDescriptions/InvDesc_5,這個裝滿泥土的大勺子
InventoryItemDescriptions/InvDesc_50,一條淡水鱸魚。並不罕見。
InventoryItemDescriptions/InvDesc_500,小蝴蝶結
InventoryItemDescriptions/InvDesc_501,這將使太陽遠離你。
InventoryItemDescriptions/InvDesc_502,居民可以在這裡向城鎮捐款。
InventoryItemDescriptions/InvDesc_503,旋轉並以某種方式預測天氣。
InventoryItemDescriptions/InvDesc_504,又綠又溫暖
InventoryItemDescriptions/InvDesc_505,不錯的褲子。
InventoryItemDescriptions/InvDesc_506,不錯的褲子。
InventoryItemDescriptions/InvDesc_507,又橘又溫暖
InventoryItemDescriptions/InvDesc_508,不錯的褲子。
InventoryItemDescriptions/InvDesc_509,不錯的褲子。
InventoryItemDescriptions/InvDesc_51,這很好吃
InventoryItemDescriptions/InvDesc_510,它是一頂扁平的帽子。
InventoryItemDescriptions/InvDesc_511,它是一頂扁平的帽子。
InventoryItemDescriptions/InvDesc_512,它是一頂扁平的帽子。
InventoryItemDescriptions/InvDesc_513,又藍又溫暖
InventoryItemDescriptions/InvDesc_514,又綠又溫暖
InventoryItemDescriptions/InvDesc_515,又橘又溫暖
InventoryItemDescriptions/InvDesc_516,紅色絨布襯衫。
InventoryItemDescriptions/InvDesc_517,彈奏它！
InventoryItemDescriptions/InvDesc_518,允許某人搬到您的城鎮。
InventoryItemDescriptions/InvDesc_519,允許某人搬到您的城鎮。
InventoryItemDescriptions/InvDesc_52,歡迎來到河邊。我們有鱸魚。
InventoryItemDescriptions/InvDesc_520,允許某人搬到您的城鎮。
InventoryItemDescriptions/InvDesc_521,允許某人搬到您的城鎮。
InventoryItemDescriptions/InvDesc_522,東方椅子
InventoryItemDescriptions/InvDesc_523,一把單人坐的椅子。
InventoryItemDescriptions/InvDesc_524,可以睡在這裡。
InventoryItemDescriptions/InvDesc_525,一張木製牀頭櫃。
InventoryItemDescriptions/InvDesc_526,把書放在這裡。
InventoryItemDescriptions/InvDesc_527,一張木桌。
InventoryItemDescriptions/InvDesc_528,一張小桌子。
InventoryItemDescriptions/InvDesc_529,一張沙發。你可以和朋友一起坐
InventoryItemDescriptions/InvDesc_53,一把漂亮的古董椅子
InventoryItemDescriptions/InvDesc_530,一張木桌。
InventoryItemDescriptions/InvDesc_531,把書放在這裡。
InventoryItemDescriptions/InvDesc_532,東方地板。
InventoryItemDescriptions/InvDesc_533,圖案
InventoryItemDescriptions/InvDesc_534,黑木地板。
InventoryItemDescriptions/InvDesc_535,一些書籍
InventoryItemDescriptions/InvDesc_536,一個可愛的粉色袋熊儲錢罐。
InventoryItemDescriptions/InvDesc_537,一盆鼓槌菊。
InventoryItemDescriptions/InvDesc_538,一盆皇家風信子。
InventoryItemDescriptions/InvDesc_539,可以睡在這裡。
InventoryItemDescriptions/InvDesc_54,木製的雙人床
InventoryItemDescriptions/InvDesc_540,把書放在這裡。
InventoryItemDescriptions/InvDesc_541,藤編櫃子
InventoryItemDescriptions/InvDesc_542,藤編椅子
InventoryItemDescriptions/InvDesc_543,一個小桌子。
InventoryItemDescriptions/InvDesc_544,一張沙發。你可以和朋友一起坐
InventoryItemDescriptions/InvDesc_545,一張木桌。
InventoryItemDescriptions/InvDesc_546,藤編地板。
InventoryItemDescriptions/InvDesc_547,把書放在這裡。
InventoryItemDescriptions/InvDesc_548,一把單人坐的椅子。
InventoryItemDescriptions/InvDesc_549,一張木製牀頭櫃。
InventoryItemDescriptions/InvDesc_55,對不起，你只能給這隻小狗放咖啡。
InventoryItemDescriptions/InvDesc_550,圖案
InventoryItemDescriptions/InvDesc_551,可以睡在這裡。
InventoryItemDescriptions/InvDesc_552,一張木製牀頭櫃。
InventoryItemDescriptions/InvDesc_553,把書放在這裡。
InventoryItemDescriptions/InvDesc_554,北歐風格
InventoryItemDescriptions/InvDesc_555,北歐椅子
InventoryItemDescriptions/InvDesc_556,一個小桌子。
InventoryItemDescriptions/InvDesc_557,一張沙發。你可以和朋友一起坐
InventoryItemDescriptions/InvDesc_558,一張木桌。
InventoryItemDescriptions/InvDesc_559,酷酷地板
InventoryItemDescriptions/InvDesc_56,一把單人坐的椅子。
InventoryItemDescriptions/InvDesc_560,把書放在這裡。
InventoryItemDescriptions/InvDesc_561,一把單人坐的椅子。
InventoryItemDescriptions/InvDesc_562,冷酷墻紙
InventoryItemDescriptions/InvDesc_563,可以睡在這裡。
InventoryItemDescriptions/InvDesc_564,一張木製牀頭櫃。
InventoryItemDescriptions/InvDesc_565,把書放在這裡。
InventoryItemDescriptions/InvDesc_566,粉色櫃子。
InventoryItemDescriptions/InvDesc_567,粉色椅子
InventoryItemDescriptions/InvDesc_568,一個小桌子。
InventoryItemDescriptions/InvDesc_569,一張沙發。你可以和朋友一起坐
InventoryItemDescriptions/InvDesc_57,一個沙發。你可以坐在它與一個朋友
InventoryItemDescriptions/InvDesc_570,粉色桌子。
InventoryItemDescriptions/InvDesc_571,漂亮的粉色燈。
InventoryItemDescriptions/InvDesc_572,一把單人坐的椅子。
InventoryItemDescriptions/InvDesc_573,這是地板
InventoryItemDescriptions/InvDesc_574,這是墻紙
InventoryItemDescriptions/InvDesc_575,熟了。很好。
InventoryItemDescriptions/InvDesc_576,很好，熟了。
InventoryItemDescriptions/InvDesc_577,酸酸的，烤熟的。好吃。
InventoryItemDescriptions/InvDesc_578,也許你可以從這上面跨越水面？
InventoryItemDescriptions/InvDesc_579,高興得跳起來。
InventoryItemDescriptions/InvDesc_58,又小又圓，驚人。
InventoryItemDescriptions/InvDesc_580,它不能飛。
InventoryItemDescriptions/InvDesc_581,這是一根大棒！
InventoryItemDescriptions/InvDesc_582,塵土飛揚。
InventoryItemDescriptions/InvDesc_583,它是紅色的...我猜？
InventoryItemDescriptions/InvDesc_584,好大一個腿！
InventoryItemDescriptions/InvDesc_585,很溫暖，是嗡嗡聲嗎？
InventoryItemDescriptions/InvDesc_586,它上面有東西。
InventoryItemDescriptions/InvDesc_587,其餘的部分在哪裡？
InventoryItemDescriptions/InvDesc_588,我可以看到我自己。
InventoryItemDescriptions/InvDesc_589,兩層的服裝和武器商店
InventoryItemDescriptions/InvDesc_59,把骷髏放在這裡。
InventoryItemDescriptions/InvDesc_590,兩層的服裝和武器商店
InventoryItemDescriptions/InvDesc_591,兩層的服裝和武器商店
InventoryItemDescriptions/InvDesc_592,兩層的服裝和武器商店
InventoryItemDescriptions/InvDesc_593,長而尖銳。
InventoryItemDescriptions/InvDesc_594,長而尖銳。
InventoryItemDescriptions/InvDesc_595,用來緩慢敲擊東西的大錘子。
InventoryItemDescriptions/InvDesc_596,用來緩慢敲擊東西的大錘子。
InventoryItemDescriptions/InvDesc_597,可以在其上放置別針以標記興趣點。
InventoryItemDescriptions/InvDesc_598,Fletch父親的日記。 它充滿了他過去的里程碑...
InventoryItemDescriptions/InvDesc_599,錘擊堅硬的東西。
InventoryItemDescriptions/InvDesc_6,這就像一個盛著污垢的大勺子。
InventoryItemDescriptions/InvDesc_60,甘蔗種子。把它們播種到耕地上！
InventoryItemDescriptions/InvDesc_600,一輛水上自行車。
InventoryItemDescriptions/InvDesc_601,這行得通嗎？
InventoryItemDescriptions/InvDesc_602,這有用嗎？
InventoryItemDescriptions/InvDesc_603,這好大一個！
InventoryItemDescriptions/InvDesc_604,浮筏。
InventoryItemDescriptions/InvDesc_605,黑色的魚！
InventoryItemDescriptions/InvDesc_606,又小又明亮。
InventoryItemDescriptions/InvDesc_607,閃亮的
InventoryItemDescriptions/InvDesc_608,好小。
InventoryItemDescriptions/InvDesc_609,它不是魚？
InventoryItemDescriptions/InvDesc_61,織物
InventoryItemDescriptions/InvDesc_610,Oooooo
InventoryItemDescriptions/InvDesc_611,這是什麼？
InventoryItemDescriptions/InvDesc_612,可能是羅馬的？
InventoryItemDescriptions/InvDesc_613,一條死水潭鯊魚。
InventoryItemDescriptions/InvDesc_614,試圖隱藏，嗯？
InventoryItemDescriptions/InvDesc_615,蝴蝶女王。
InventoryItemDescriptions/InvDesc_616,溫和的！
InventoryItemDescriptions/InvDesc_617,它超大的！
